title_id,title,genre,authors,weekdays,length,subscribers,rating,views,likes,status,daily_pass,synopsis
4400,En las manos del villano,ROMANCE,"CHARA,CHA SoHee","MONDAY,WEDNESDAY",18,141767,9.83,1415017,223038,ONGOING,False,"No vas a encontrar una vida (y muerte) tan complicada como la de Yuri Seo. Primero, muere en un accidente automovilístico. Luego, mágicamente, reencarna como Selena, la hermana gemela de Celestín, ambos personajes de la novela ""La canción de la luna"". Yuri Seo –ahora Selena– sabe exactamente qué pasará en la novela y, como sea, quiere evitar que su hermano tenga un final trágico. Sin embargo, en su intento por evitarlo, Celestín termina escapándose con el amor de su vida y ahora Selena debe alistarse en el ejército, haciéndose pasar por su hermano. ¿Qué más le depara a Yuri Seo en su nueva vida?"
4392,En busca de tu sonrisa,ROMANCE,Lenacops,MONDAY,15,241282,9.83,2578760,440862,ONGOING,False,"Debido a su enfermedad, Biel deberá recaudar el dinero para poder realizar su operación, pero una mala jugada del destino lo llevará a la dura tarea de conseguir más dinero del presupuestado. En el camino a conseguir su meta, Biel se encontrará con Tiago, un carismático chico que le acompañará en su travesía por conseguir su meta, y ¿quién sabe?, tal vez encontrar el amor en dónde menos lo esperó."
4391,El juego de la bruja,ROMANCE,Cata.Crow,SATURDAY,10,35132,9.68,190930,26905,ONGOING,False,El corazón de Maite es puesto a prueba cuando es obligada a participar en el juego de una bruja para salvar a sus hermanos. ¡Y no solo eso! Tendrá que aliarse con un chico de su pasado al que definitivamente no quería volver a ver. ¿Cuál es el secreto que ambos comparten? ¿Lograrán vencer a la legendaria bruja Tué Tué?
4390,Raíces del Corazón,ROMANCE,Mewmimiu,SATURDAY,9,72582,9.71,480755,74678,ONGOING,False,"William es un chico de ciudad que acaba de cumplir sus 18 años, finalmente la edad para hacer todo lo que quiere, ¿no? Pero la vida le dará una vuelta al mudarse su familia al campo, frenando todos los planes que tenía."
4388,Dulce Lienzo,ROMANCE,Griffmon,SATURDAY,14,70847,9.63,482370,93685,ONGOING,False,"Eduardo es un chico apasionado e introvertido al que le fascina la pintura. Siempre está buscando la inspiración en las cosas que más le hagan sentir emoción, pero últimamente esta búsqueda ha sido más y más difícil. Tras la llegada de Adrián, un apuesto fotógrafo de la capital, Eduardo estalla en ideas y sentimientos. ¿Será capaz de expresar estas nuevas sensaciones con palabras?"
4387,Amarre del Más Allá,ROMANCE,Studio XIII,MONDAY,14,75168,9.58,708801,115171,ONGOING,False,"Dentro de las antiguas páginas de un libro en descuento, se encuentra el más poderoso de los hechizos. Cuando Zazke lo compró, jamás imaginó que un simple encantamiento de amor cambiaría su vida por completo. La magia nunca es benevolente para quien no la toma en serio, y ahora su destino ha quedado atado a un romántico y coqueto fantasma romano. ¡El amor es mágico! ... ¿O tal vez no?"
4386,El hombre oculto,THRILLER,A-BAM,TUESDAY,12,118514,9.78,1606972,164127,ONGOING,False,"Tras ser dado de baja en el ejército, Taehoon se reencuentra con su amigo Wonwoo y provoca un accidente automovilístico en el que Won-Woo sale herido.

Cuando Taehoon vuelve a verlo unos días después, su amigo se ve cambiado y confiesa que en verdad es Muhyeong, pero le pide que siga llamándolo Wonwoo. Taehoon, carcomido por la culpa, le sigue la corriente, pero pronto descubre que hay un secreto mucho más grande…"
4385,Fantasmas de la ciudad,HORROR,Gidam,SUNDAY,12,35195,9.63,164527,27114,ONGOING,False,"Desde pequeño, Eusik ha podido ver fantasmas. Una habilidad extraña pero, hasta ahora, inofensiva. Eso cambió cuando Seunghoon, un chico matoneado, se quita la vida y decide vengarse de quienes hicieron su vida imposible, Hyungdo y sus amigos. El chico atormentado en vida se ha convertido en un fantasma despiadado en la muerte. ¿Qué debería hacer Eusik? ¿Ser un espectador o involucrarse y salvar la vida de Hyungdo? ¿Podrá rescatarlo o Eusik se convertirá en un nuevo objetivo para Seunghoon?"
4384,"Respóndeme, príncipe mío",ROMANCE,"Teava,Jiunya,YOO PAULHEE",FRIDAY,12,92440,9.75,594193,83953,ONGOING,False,"Cordelia Grey, una editora en una casa editorial, recibe un manuscrito de la secuela de La princesa y el caballero junto con un cofre antiguo. Pero cuando despierta a la mañana siguiente, el manuscrito que había guardado en el cofre ya no está… y hay una carta en su lugar. Es del mismísimo príncipe Archie Albert, el guapo y seductor protagonista de la novela. Lo que inicia como curiosidad se transforma en una gran amistad, pero ¿lograrán evitar desarrollar sentimientos entre ellos y conseguirán conocerse en persona alguna vez?"
4383,Siete años después,DRAMA,"Tirapuw,hievasp",WEDNESDAY,12,121397,9.83,900050,123528,ONGOING,False,"¿Qué harías si no pudieras ir a ninguna parte cuando quisieras? ¿Te liberarías de esas cadenas? Esta es la difícil decisión a la que se enfrenta Kala, una estudiante de secundaria, cuando sus amigos la invitan a hacer una escapada de fin de año. Tras vivir una serie de percances, se encuentra en una situación un tanto extraña: parece que se teletransportó siete años en el futuro en un abrir y cerrar de ojos. ¿Podrá Kala superar esta experiencia tan extraña a la que se enfrenta? ¡Ya comienzan las aventuras de una chica que está fuera de época!"
