title_id,title,genre,authors,weekdays,length,subscribers,rating,views,likes,status,daily_pass,synopsis
4365,我們是喪屍,HEARTWARMING,李明載,TUESDAY,12,7095,9.62,117180,8249,ONGOING,False,"超大型購物中心首爾塔爆發喪屍事態，政府為了控制局面，將喪屍們封鎖在了塔中。
金仁鍾卻沒來得及獲救，被留在滿是喪屍的塔中生活了1年。
後來發現，原來不只金仁鍾，似乎還有很多人偷偷地躲在裡面過日子。
在這人類和喪屍共存的神祕塔中，究竟正發生著什麼樣的事情呢？"
4364,金字塔頂端1%,SCHOOL,"雄飛,洪承杓",SUNDAY,13,18967,7.67,300098,12006,ONGOING,False,"校園階級社會徹底顛覆，
我站上了「金字塔頂端1%」。"
4363,滅亡後的世界,FANTASY,"Undead Gamja,S-Cynan,singNsong",WEDNESDAY,13,84046,9.8,1424167,73467,ONGOING,False,"改編自《全知讀者視角》singNsong作者的原著。
這是關於一個在所有人都選擇回到過去時，選擇奮戰到底的「塔行者」故事。"
4362,阿撒,FANTASY,USAESAE,SUNDAY,14,32564,9.77,422352,24108,ONGOING,False,"被人類活捉的魔王「阿撒」。
被幽禁在監獄時，試圖挑撥太子鄭真和將軍無量之間關係讓桃源國自取滅亡。
以皇宮為背景展開的華麗戰鬥，難以預測走向的東方奇幻故事！"
4361,偶然成了天生一對,ROMANCE,"honeyskein,damcho",SATURDAY,14,78927,9.83,1389278,82819,ONGOING,False,因為沒工作而一直住在老家的韓智雅總是會被家人催促結婚，就在她瀕臨崩潰的時候，遇到了有相同煩惱的兒時玩伴……
4360,反派皇子識破我的真面目,WESTERN_PALACE,"CHARA,CHA SoHee",FRIDAY,15,20403,9.78,221566,14491,ONGOING,False,曾是劍道選手的徐銀河在歷經一場車禍後穿越成小說《月之歌曲》中遭滅門的艾班加的雙胞胎姊姊「賽琳娜」。賽琳娜為了阻止家門的滅亡而孤軍奮鬥，最終代替半夜與情人私奔的弟弟「賽勒斯汀」加入騎士團。究竟賽琳娜能否從小說中的反派皇子「伊格尼斯」手中守護著家族，順利活下去呢？
4354,史詩級領地設計師,TIME_SLIP,"Lee hyunmin,Kim Hyunsoo,BK_Moon",WEDNESDAY,16,36734,9.88,847900,38982,ONGOING,False,土木工程學徒出身的金秀浩，某天發現自己成了小說裡的廢物貴族！為了拯救自家快破產的領地，他決定學以致用！設計、建設、銷售——「全國期待的特別機會！完美的交通，最佳的學區，舒適的森林，一條龍豪華領地生活，盡在佛朗特拉男爵領地！走過路過別錯過～先來後到簽約銷售中！」
4318,她的願望,LOCAL,鳳梨,FRIDAY,13,21904,8.92,259458,14135,ONGOING,False,「如果生命只剩下6個月，你會如何度過？」，已死少女陳夢晨，遇上掌管萬物生死之神後所寫下的故事。年僅18歲的女高中生陳夢晨，被醫生診斷出因免疫力不足，受細菌感染而罹患敗血症。為了不留下遺憾，她把握所剩不多的時間，在病房裡寫下心中最後的願望，放下筆的瞬間，生命就走到了盡頭…
4317,最特別的事,LOCAL,蘇茉茉,MONDAY,9,19141,9.42,581783,29327,COMPLETED,True,"藏在心底的回憶，隨著夢想而清晰。

身為成人漫畫家的女孩夢想成為少女漫畫界的天后，決心改變的過程邂逅了不同的人們，但隨著距離夢想愈來愈近，深埋女孩心底的秘密也漸漸揭露，她終於明白什麼是最特別的事⋯"
4285,網漫玩家,FANTASY,"JSP,SSAMBA",THURSDAY,14,15226,8.8,230034,9699,ONGOING,False,雖然未曾被欺負，但卻飽受著風雲人物隱隱約約的輕蔑及謠言之苦的邊緣人-許鎮，由於在網路漫畫<玩家>留下了承諾留言，於是進入了漫畫的世界。
4284,熙瀾國戀歌,EASTERN_PALACE,"MIDNIGHT STUDIO,Kim Suji",WEDNESDAY,16,90540,9.67,1678068,77456,ONGOING,False,不被人喜愛的鬼公主不為人知的祕密愛戀。熙瀾國將軍－子賢奉國王之命與「可以看見鬼的公主」－昭淚成婚。子賢雖然待昭淚十分冷淡，但是子賢身上擁有驅鬼的力量，所以昭淚想要留在他身邊。為了唯一的避風港子賢，甘願犧牲一切的昭淚。子賢也漸漸開始在意起那樣的她……。
